gender,age,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,connectedToFacebook,isVIP,isVerified,lang_count,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,countDetails,crypt,flirtstar,freshman,hasBirthday,highlighted,distance,locked,mobile,online,isSystemProfile
F,22,9,4356,220,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,152,FALSE,TRUE,FALSE,FALSE
F,19,4,1131,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.879999995,FALSE,FALSE,FALSE,FALSE,FALSE,140,FALSE,TRUE,FALSE,FALSE
F,20,3,11758,474,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.769999981,FALSE,FALSE,FALSE,FALSE,FALSE,15.5,FALSE,TRUE,FALSE,FALSE
F,21,6,5621,153,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.850000024,FALSE,FALSE,FALSE,FALSE,FALSE,145,FALSE,FALSE,TRUE,FALSE
F,22,9,7103,854,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,165,FALSE,TRUE,FALSE,FALSE
F,19,1,387,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,TRUE,FALSE,FALSE
F,20,1,9334,304,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.270000011,FALSE,FALSE,FALSE,FALSE,FALSE,173,FALSE,TRUE,TRUE,FALSE
F,22,3,8308,136,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,422,FALSE,TRUE,TRUE,FALSE
F,19,6,12937,317,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,187,FALSE,TRUE,TRUE,FALSE
F,20,13,12690,798,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,211,FALSE,TRUE,FALSE,FALSE
F,23,4,9818,529,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.769999981,FALSE,FALSE,FALSE,FALSE,FALSE,84.40000153,FALSE,FALSE,FALSE,FALSE
F,22,5,55,4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.579999983,FALSE,FALSE,FALSE,FALSE,FALSE,351,FALSE,TRUE,TRUE,FALSE
F,19,2,3604,70,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.649999976,FALSE,FALSE,FALSE,FALSE,FALSE,166,FALSE,FALSE,FALSE,FALSE
F,22,2,4688,188,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,243,FALSE,TRUE,TRUE,FALSE
F,20,4,4861,98,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,140,FALSE,TRUE,FALSE,FALSE
F,19,15,1745,46,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.620000005,FALSE,FALSE,FALSE,FALSE,FALSE,138,FALSE,TRUE,FALSE,FALSE
F,25,10,10710,811,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,38.70000076,FALSE,TRUE,FALSE,FALSE
F,19,1,10131,371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.769999981,FALSE,FALSE,FALSE,FALSE,FALSE,4.300000191,FALSE,TRUE,TRUE,FALSE
F,22,5,3544,177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,477,FALSE,TRUE,TRUE,FALSE
F,22,14,9632,241,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.620000005,FALSE,FALSE,FALSE,FALSE,FALSE,456,FALSE,TRUE,TRUE,FALSE
F,23,6,1992,39,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.959999979,FALSE,FALSE,FALSE,FALSE,FALSE,319,FALSE,TRUE,TRUE,FALSE
F,21,5,3458,103,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,41.70000076,FALSE,TRUE,FALSE,FALSE
F,25,5,4304,82,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,163,FALSE,FALSE,TRUE,FALSE
F,22,12,11007,387,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,62.09999847,FALSE,TRUE,FALSE,FALSE
F,19,4,20140,1135,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.150000006,FALSE,FALSE,FALSE,FALSE,FALSE,176,FALSE,TRUE,FALSE,FALSE
F,24,4,535,9,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.230000004,FALSE,FALSE,FALSE,FALSE,FALSE,163,FALSE,TRUE,FALSE,FALSE
F,19,6,3232,218,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,23.20000076,FALSE,TRUE,TRUE,FALSE
F,20,4,4079,62,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.879999995,FALSE,FALSE,FALSE,FALSE,FALSE,170,FALSE,TRUE,FALSE,FALSE
F,23,4,2587,42,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.879999995,FALSE,FALSE,FALSE,FALSE,FALSE,169,FALSE,TRUE,FALSE,FALSE
F,20,3,14905,763,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.230000004,FALSE,FALSE,FALSE,FALSE,FALSE,47.90000153,FALSE,TRUE,FALSE,FALSE
F,20,0,1269,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.899999976,FALSE,FALSE,FALSE,FALSE,FALSE,54,FALSE,TRUE,FALSE,FALSE
F,22,17,12607,480,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,327,FALSE,TRUE,TRUE,FALSE
F,19,2,7606,160,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,16.10000038,FALSE,TRUE,FALSE,FALSE
F,19,7,3020,255,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,132,FALSE,FALSE,FALSE,FALSE
F,21,4,1590,23,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.730000019,FALSE,FALSE,FALSE,FALSE,FALSE,74.40000153,FALSE,FALSE,FALSE,FALSE
F,24,6,16013,782,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.850000024,FALSE,FALSE,FALSE,FALSE,FALSE,147,FALSE,FALSE,FALSE,FALSE
F,23,3,12249,327,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.579999983,FALSE,FALSE,FALSE,FALSE,FALSE,162,FALSE,TRUE,FALSE,FALSE
F,20,4,2237,139,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,29,FALSE,TRUE,FALSE,FALSE
F,23,2,5206,102,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.579999983,FALSE,FALSE,FALSE,FALSE,FALSE,171,FALSE,TRUE,FALSE,FALSE
F,26,2,9818,278,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,227,FALSE,FALSE,TRUE,FALSE
F,21,0,6367,328,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2.700000048,FALSE,TRUE,FALSE,FALSE
F,23,5,8805,146,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.310000002,FALSE,FALSE,FALSE,FALSE,FALSE,178,FALSE,TRUE,FALSE,FALSE
F,24,1,9702,276,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.600000024,FALSE,FALSE,FALSE,FALSE,FALSE,120,FALSE,TRUE,TRUE,FALSE
F,25,15,14245,1109,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.310000002,FALSE,FALSE,FALSE,FALSE,FALSE,76.5,FALSE,FALSE,TRUE,FALSE
F,19,4,5510,178,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.579999983,FALSE,FALSE,FALSE,FALSE,FALSE,134,FALSE,FALSE,TRUE,FALSE
F,22,12,4567,261,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.730000019,FALSE,FALSE,FALSE,FALSE,FALSE,131,FALSE,FALSE,FALSE,FALSE
F,20,7,1704,27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.959999979,FALSE,FALSE,FALSE,FALSE,FALSE,136,FALSE,TRUE,FALSE,FALSE
F,24,3,3187,23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.730000019,FALSE,FALSE,FALSE,FALSE,FALSE,171,FALSE,TRUE,FALSE,FALSE
F,19,5,8842,555,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.349999994,FALSE,FALSE,FALSE,FALSE,FALSE,184,FALSE,TRUE,TRUE,FALSE
F,19,3,6336,155,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,170,FALSE,TRUE,FALSE,FALSE
F,21,5,1295,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.850000024,FALSE,FALSE,FALSE,FALSE,FALSE,145,FALSE,TRUE,FALSE,FALSE
F,23,15,6636,387,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.769999981,FALSE,FALSE,FALSE,FALSE,FALSE,216,FALSE,TRUE,FALSE,FALSE
F,21,26,4989,99,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,175,FALSE,TRUE,FALSE,FALSE
F,21,3,3264,175,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.689999998,FALSE,FALSE,FALSE,FALSE,FALSE,51.40000153,FALSE,FALSE,FALSE,FALSE
F,23,9,3258,61,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.850000024,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE
F,21,10,9629,214,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.620000005,FALSE,FALSE,FALSE,FALSE,FALSE,165,FALSE,FALSE,FALSE,FALSE
F,22,10,9868,771,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.850000024,FALSE,FALSE,FALSE,FALSE,FALSE,39.59999847,FALSE,TRUE,FALSE,FALSE
F,25,7,9852,501,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.540000021,FALSE,FALSE,FALSE,FALSE,FALSE,1.100000024,FALSE,TRUE,FALSE,FALSE
F,19,6,21042,695,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.879999995,FALSE,FALSE,FALSE,FALSE,FALSE,133,FALSE,TRUE,FALSE,FALSE
F,22,4,9708,165,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.620000005,FALSE,FALSE,FALSE,FALSE,FALSE,147,FALSE,TRUE,FALSE,FALSE
F,23,4,1186,48,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,174,FALSE,TRUE,FALSE,FALSE
F,24,12,3095,42,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.699999988,FALSE,FALSE,FALSE,FALSE,FALSE,405,FALSE,TRUE,TRUE,FALSE
F,20,4,7355,257,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,152,FALSE,TRUE,FALSE,FALSE
F,24,7,346,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,230,FALSE,TRUE,FALSE,FALSE
F,22,30,6595,155,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,136,FALSE,TRUE,FALSE,FALSE
F,19,4,6986,223,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.310000002,FALSE,FALSE,FALSE,FALSE,FALSE,145,FALSE,FALSE,FALSE,FALSE
F,19,5,4366,106,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.920000017,FALSE,TRUE,FALSE,FALSE,TRUE,241,FALSE,TRUE,TRUE,FALSE
F,24,7,8467,170,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,139,FALSE,TRUE,FALSE,FALSE
F,21,5,4249,79,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.850000024,FALSE,FALSE,FALSE,FALSE,FALSE,68,FALSE,TRUE,TRUE,FALSE
F,19,5,4669,190,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.959999979,FALSE,FALSE,FALSE,FALSE,FALSE,54.90000153,FALSE,TRUE,FALSE,FALSE
F,24,29,18206,466,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.769999981,FALSE,FALSE,FALSE,FALSE,FALSE,173,FALSE,FALSE,FALSE,FALSE
F,21,11,1342,22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,82.5,FALSE,TRUE,FALSE,FALSE
F,21,16,17517,1169,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,10.60000038,FALSE,TRUE,FALSE,FALSE
F,21,2,1503,51,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,50.5,FALSE,FALSE,FALSE,FALSE
F,23,4,385,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,175,FALSE,TRUE,FALSE,FALSE
F,22,1,8819,186,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,409,FALSE,FALSE,TRUE,FALSE
F,19,1,22,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.379999995,FALSE,FALSE,FALSE,FALSE,FALSE,50.90000153,FALSE,TRUE,TRUE,FALSE
F,21,8,6036,130,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.769999981,FALSE,FALSE,FALSE,FALSE,FALSE,127,FALSE,TRUE,FALSE,FALSE
F,20,1,1193,58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,57.70000076,FALSE,TRUE,FALSE,FALSE
F,25,9,2555,85,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.959999979,FALSE,FALSE,FALSE,FALSE,FALSE,131,FALSE,FALSE,FALSE,FALSE
F,25,5,11454,580,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.649999976,FALSE,FALSE,FALSE,FALSE,FALSE,73.80000305,FALSE,FALSE,TRUE,FALSE
F,24,5,4359,290,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.540000021,FALSE,FALSE,FALSE,FALSE,FALSE,166,FALSE,FALSE,TRUE,FALSE
F,24,7,9626,259,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.850000024,FALSE,FALSE,FALSE,FALSE,FALSE,95,FALSE,TRUE,FALSE,FALSE
F,24,5,148,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.579999983,FALSE,TRUE,FALSE,FALSE,TRUE,483,FALSE,TRUE,TRUE,FALSE
F,22,13,4613,79,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.959999979,FALSE,FALSE,FALSE,FALSE,FALSE,175,FALSE,TRUE,FALSE,FALSE
F,22,7,23750,813,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,302,FALSE,TRUE,TRUE,FALSE
F,21,3,12421,264,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.959999979,FALSE,FALSE,FALSE,FALSE,FALSE,164,FALSE,TRUE,TRUE,FALSE
F,24,0,31,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.419999987,FALSE,FALSE,FALSE,FALSE,FALSE,329,FALSE,FALSE,TRUE,FALSE
F,25,2,2090,19,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,180,FALSE,TRUE,FALSE,FALSE
F,19,27,8337,94,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,130,FALSE,TRUE,FALSE,FALSE
F,24,5,5005,84,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,150,FALSE,TRUE,FALSE,FALSE
F,19,1,354,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.540000021,FALSE,FALSE,FALSE,FALSE,FALSE,150,FALSE,TRUE,TRUE,FALSE
F,24,9,2103,219,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.959999979,FALSE,FALSE,FALSE,FALSE,FALSE,60,FALSE,TRUE,FALSE,FALSE
F,20,9,821,27,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.689999998,FALSE,TRUE,FALSE,FALSE,TRUE,218,FALSE,TRUE,TRUE,FALSE
F,19,2,12946,300,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.150000006,FALSE,FALSE,FALSE,FALSE,FALSE,191,FALSE,TRUE,FALSE,FALSE
F,19,11,5000,101,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.850000024,FALSE,FALSE,FALSE,FALSE,FALSE,156,FALSE,TRUE,FALSE,FALSE
F,26,11,2297,67,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.850000024,FALSE,FALSE,FALSE,FALSE,FALSE,431,FALSE,TRUE,FALSE,FALSE
F,22,4,8098,168,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,178,FALSE,TRUE,TRUE,FALSE
F,19,9,12788,608,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.379999995,FALSE,FALSE,FALSE,FALSE,FALSE,132,FALSE,TRUE,FALSE,FALSE
F,19,16,1900,98,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE
F,21,5,1261,22,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,184,FALSE,TRUE,FALSE,FALSE
F,20,18,9958,290,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.649999976,FALSE,FALSE,FALSE,FALSE,FALSE,130,FALSE,TRUE,FALSE,FALSE
F,19,9,7162,99,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.689999998,FALSE,FALSE,FALSE,FALSE,FALSE,123,FALSE,TRUE,FALSE,FALSE
F,19,3,777,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.879999995,FALSE,FALSE,FALSE,FALSE,FALSE,176,FALSE,TRUE,FALSE,FALSE
F,25,9,8914,283,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.879999995,FALSE,FALSE,FALSE,FALSE,FALSE,161,FALSE,TRUE,TRUE,FALSE
F,21,9,4897,101,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.920000017,FALSE,FALSE,FALSE,FALSE,FALSE,81.90000153,FALSE,TRUE,TRUE,FALSE
F,24,6,8354,399,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.800000012,FALSE,FALSE,FALSE,FALSE,FALSE,171,FALSE,FALSE,TRUE,FALSE
F,19,6,2563,101,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.310000002,FALSE,FALSE,FALSE,FALSE,FALSE,62.59999847,FALSE,FALSE,FALSE,FALSE
F,21,10,1621,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.810000002,FALSE,FALSE,FALSE,FALSE,FALSE,206,FALSE,TRUE,TRUE,FALSE
